capacity_DC,SiteCity,SiteState,SiteZip_5_digit,FacilityType,dateinservice
9.31,Chelmsford,Massachusetts,01824,Residential (3 or fewer dwelling units per building),8/28/2013
5.145,Chelmsford,Massachusetts,01824,Residential (3 or fewer dwelling units per building),9/16/2013
4.56,Chelsea,Massachusetts,02150,Residential (3 or fewer dwelling units per building),9/26/2013
3.6,Dracut,Massachusetts,01826,Residential (3 or fewer dwelling units per building),8/28/2013
8.88,Dracut,Massachusetts,01826,Residential (3 or fewer dwelling units per building),8/28/2013
5.88,Dracut,Massachusetts,01826,Residential (3 or fewer dwelling units per building),9/19/2013
6.96,Dracut,Massachusetts,01826,Residential (3 or fewer dwelling units per building),9/11/2013
6.615,Dracut,Massachusetts,01826,Residential (3 or fewer dwelling units per building),9/23/2013
2.4,Everett,Massachusetts,02149,Residential (3 or fewer dwelling units per building),9/4/2013
7.68,Everett,Massachusetts,02149,Residential (3 or fewer dwelling units per building),7/30/2013
5.52,Framingham,Massachusetts,01701,Residential (3 or fewer dwelling units per building),8/19/2013
6.125,Gloucester,Massachusetts,01930,Residential (3 or fewer dwelling units per building),8/28/2013
5.28,Haverhill,Massachusetts,01832,Residential (3 or fewer dwelling units per building),8/16/2013
3.6,Haverhill,Massachusetts,01832,Residential (3 or fewer dwelling units per building),8/16/2013
6.96,Haverhill,Massachusetts,01832,Residential (3 or fewer dwelling units per building),8/16/2013
7.848,Medway,Massachusetts,02053,See Power Clerk,NULL
8.04,Dover,Massachusetts,02030,See Power Clerk,NULL
5.36,Cambridge,Massachusetts,02138,See Power Clerk,NULL
2.88,Somerville,Massachusetts,02145,See Power Clerk,12/13/2013
4.59,Waltham,Massachusetts,02453,See Power Clerk,11/13/2013
5.175,Cambridge,Massachusetts,02138,See Power Clerk,NULL
5,Boston,Massachusetts,02125,See Power Clerk,NULL
4.9,Quincy,Massachusetts,02170,See Power Clerk,NULL
5.555,Framingham,Massachusetts,01701,See Power Clerk,NULL
6.615,Westford,Massachusetts,01886,See Power Clerk,11/14/2013
9.36,Falmouth,Massachusetts,02543,See Power Clerk,NULL
5.886,Medford,Massachusetts,02155,See Power Clerk,NULL
7,Brookline,Massachusetts,02446,See Power Clerk,NULL
5.39,Belchertown,Massachusetts,01007,Commercial / Office,12/19/2013
4,Brookline,Massachusetts,02445,See Power Clerk,NULL
6.5,Dalton,Massachusetts,01226,See Power Clerk,11/15/2013
8,Carlisle,Massachusetts,01741,See Power Clerk,NULL
8.75,Chelmsford,Massachusetts,01824,See Power Clerk,NULL
5.145,Watertown,Massachusetts,02472,See Power Clerk,NULL
6.365,Plymouth,Massachusetts,02360,See Power Clerk,NULL
7,Greenfield,Massachusetts,01301,See Power Clerk,NULL
5.232,Greenfield,Massachusetts,01301,See Power Clerk,NULL
13.08,Northfield,Massachusetts,01360,Residential (3 or fewer dwelling units per building),12/5/2013
6.21,Southbridge,Massachusetts,01550,Residential (3 or fewer dwelling units per building),12/18/2013
9.66,Pelham,Massachusetts,01002,See Power Clerk,12/5/2013
1.96,Boston,Massachusetts,02131,See Power Clerk,11/8/2013
4.5,Medford,Massachusetts,02155,See Power Clerk,NULL
6,Becket,Massachusetts,01223,See Power Clerk,NULL
4.5,Williamstown,Massachusetts,01267,Residential (3 or fewer dwelling units per building),11/18/2013
7.37,Worcester,Massachusetts,01609,Residential (3 or fewer dwelling units per building),12/18/2013
10,Southwick,Massachusetts,01077,See Power Clerk,NULL
4.75,Wareham,Massachusetts,02571,Commercial / Office,NULL
7.5,Medford,Massachusetts,02155,See Power Clerk,NULL
14.16,Woburn,Massachusetts,01801,See Power Clerk,NULL
7.5,Carlisle,Massachusetts,01741,See Power Clerk,NULL
3,Newton,Massachusetts,02459,See Power Clerk,NULL
9.54,Leominster,Massachusetts,01453,Residential (3 or fewer dwelling units per building),11/26/2013
3.75,North Andover,Massachusetts,01845,See Power Clerk,NULL
9.715,Lancaster,Massachusetts,01523,Residential (3 or fewer dwelling units per building),12/3/2013
2.94,Swansea,Massachusetts,02777,Commercial / Office,12/17/2013
3,Carlisle,Massachusetts,01741,See Power Clerk,12/2/2013
8.25,Newton,Massachusetts,02466,Residential (3 or fewer dwelling units per building),12/11/2013
5.75,Chelmsford,Massachusetts,01824,See Power Clerk,NULL
7.5,Brookline,Massachusetts,02446,See Power Clerk,NULL
4.5,Pittsfield,Massachusetts,01201,Residential (3 or fewer dwelling units per building),12/18/2013
3.35,Boston,Massachusetts,02131,See Power Clerk,NULL
7.035,Malden,Massachusetts,02148,See Power Clerk,NULL
5,Somerville,Massachusetts,02144,See Power Clerk,9/26/2013
5.635,East Bridgewater,Massachusetts,02333,See Power Clerk,11/13/2013
6.86,Andover,Massachusetts,01810,See Power Clerk,NULL
4.9,Andover,Massachusetts,01810,Commercial / Office,11/14/2013
10.05,Dover,Massachusetts,02030,See Power Clerk,NULL
7.28,Westford,Massachusetts,01886,See Power Clerk,12/28/2013
9,Dartmouth,Massachusetts,02747,Residential (3 or fewer dwelling units per building),11/12/2013
10,Walpole,Massachusetts,02081,See Power Clerk,NULL
8,Sutton,Massachusetts,01590,See Power Clerk,NULL
9,Natick,Massachusetts,01760,See Power Clerk,NULL
9.31,New Bedford,Massachusetts,02740,See Power Clerk,NULL
7.848,Medford,Massachusetts,02155,See Power Clerk,NULL
7.37,Abington,Massachusetts,02351,See Power Clerk,12/4/2013
9.81,West Springfield,Massachusetts,01089,Residential (3 or fewer dwelling units per building),11/19/2013
10,Williamstown,Massachusetts,01267,Residential (3 or fewer dwelling units per building),NULL
5.04,New Bedford,Massachusetts,02745,See Power Clerk,NULL
4.655,Lynn,Massachusetts,01902,Commercial / Office,11/15/2013
5.36,Boston,Massachusetts,02131,Residential (3 or fewer dwelling units per building),11/27/2013
10.07,Wareham,Massachusetts,02571,See Power Clerk,NULL
10,Monterey,Massachusetts,01245,See Power Clerk,NULL
8.25,Waltham,Massachusetts,02452,See Power Clerk,11/8/2013
3.92,Medford,Massachusetts,02155,See Power Clerk,NULL
3,Medford,Massachusetts,02155,See Power Clerk,NULL
5,Northampton,Massachusetts,01062,See Power Clerk,NULL
8,Lee,Massachusetts,01238,See Power Clerk,NULL
9.5,Carlisle,Massachusetts,01741,See Power Clerk,NULL
5,Northampton,Massachusetts,01060,See Power Clerk,NULL
9,Williamstown,Massachusetts,01267,See Power Clerk,1/14/2014
1.82,Williamstown,Massachusetts,01267,See Power Clerk,NULL
3.12,Williamstown,Massachusetts,01267,See Power Clerk,NULL
7.75,Northampton,Massachusetts,01060,See Power Clerk,NULL
3.5,Northampton,Massachusetts,01062,See Power Clerk,1/8/2014
4.75,Northampton,Massachusetts,01060,See Power Clerk,NULL
6.75,Northampton,Massachusetts,01062,See Power Clerk,NULL
6.5,Lee,Massachusetts,01238,See Power Clerk,NULL
5.88,Belchertown,Massachusetts,01007,Commercial / Office,12/18/2013
8.75,New Bedford,Massachusetts,02745,See Power Clerk,NULL
7,Hopkinton,Massachusetts,01748,Residential (3 or fewer dwelling units per building),11/6/2013
4.905,Williamsburg,Massachusetts,01096,See Power Clerk,NULL
3.87,Wendell,Massachusetts,01379,Residential (3 or fewer dwelling units per building),NULL
4.355,Boston,Massachusetts,02131,See Power Clerk,NULL
7.75,Lunenburg,Massachusetts,01462,Residential (3 or fewer dwelling units per building),11/22/2013
4.08,Edgartown,Massachusetts,02539,Residential (3 or fewer dwelling units per building),NULL
4.9,Charlton,Massachusetts,01507,Commercial / Office,11/26/2013
4.94,Williamstown,Massachusetts,01267,See Power Clerk,NULL
4.68,Eastham,Massachusetts,02642,See Power Clerk,NULL
5.52,Amherst,Massachusetts,01002,See Power Clerk,NULL
4.9,Medford,Massachusetts,02155,Commercial / Office,12/17/2013
3.25,Winchester,Massachusetts,01890,See Power Clerk,NULL
2.76,Montague,Massachusetts,01351,Residential (3 or fewer dwelling units per building),12/23/2013
6.75,Medford,Massachusetts,02155,See Power Clerk,NULL
9.81,Ashfield,Massachusetts,01330,See Power Clerk,NULL
4.02,Wareham,Massachusetts,02571,See Power Clerk,NULL
5.2,Northampton,Massachusetts,01062,See Power Clerk,NULL
6,Northampton,Massachusetts,01060,See Power Clerk,NULL
5.25,Northampton,Massachusetts,01062,See Power Clerk,NULL
6,Carlisle,Massachusetts,01741,See Power Clerk,NULL
5,Williamstown,Massachusetts,01267,See Power Clerk,NULL
6.867,Medway,Massachusetts,02053,Residential (3 or fewer dwelling units per building),NULL
8,Northampton,Massachusetts,01062,See Power Clerk,NULL
6.54,Medford,Massachusetts,02155,See Power Clerk,NULL
4,Lee,Massachusetts,01238,See Power Clerk,NULL
6,Bourne,Massachusetts,02532,See Power Clerk,NULL
8.5,Lee,Massachusetts,01238,See Power Clerk,NULL
4,Williamstown,Massachusetts,01267,See Power Clerk,NULL
5.46,Williamstown,Massachusetts,01267,See Power Clerk,NULL
5,Carlisle,Massachusetts,01741,See Power Clerk,NULL
4,Medford,Massachusetts,02155,See Power Clerk,NULL
6,Medford,Massachusetts,02155,See Power Clerk,NULL
5.145,Wellfleet,Massachusetts,02667,See Power Clerk,NULL
6.5,Plymouth,Massachusetts,02360,See Power Clerk,NULL
5.13,North Brookfield,Massachusetts,01535,Residential (3 or fewer dwelling units per building),11/26/2013
4.5,Northampton,Massachusetts,01053,See Power Clerk,NULL
4.655,Randolph,Massachusetts,02368,See Power Clerk,NULL
5.75,Northampton,Massachusetts,01060,See Power Clerk,NULL
9.555,Berlin,Massachusetts,01503,Residential (3 or fewer dwelling units per building),11/15/2013
2.86,Provincetown,Massachusetts,02657,See Power Clerk,NULL
5.145,Norfolk,Massachusetts,02056,See Power Clerk,NULL
6.125,Medway,Massachusetts,02053,See Power Clerk,NULL
4.69,Cambridge,Massachusetts,02140,See Power Clerk,NULL
6.095,Brewster,Massachusetts,02631,See Power Clerk,NULL
2.94,Gloucester,Massachusetts,01930,See Power Clerk,NULL
5.5,Worcester,Massachusetts,01603,Commercial / Office,NULL
8.5,Brookline,Massachusetts,02445,Residential (3 or fewer dwelling units per building),12/9/2013
3.675,Chatham,Massachusetts,02633,See Power Clerk,NULL
3.75,Fairhaven,Massachusetts,02719,Commercial / Office,NULL
9.8,Saugus,Massachusetts,01906,Commercial / Office,11/21/2013
9.75,Eastham,Massachusetts,02642,See Power Clerk,NULL
5.36,Westford,Massachusetts,01886,See Power Clerk,NULL
3.5,Fall River,Massachusetts,02721,Commercial / Office,NULL
6,Carver,Massachusetts,02355,Commercial / Office,NULL
7.705,Boston,Massachusetts,02131,See Power Clerk,NULL
5.5,Millbury,Massachusetts,01527,See Power Clerk,NULL
5.5,Hopkinton,Massachusetts,01748,Commercial / Office,NULL
5.2,Waltham,Massachusetts,02453,See Power Clerk,NULL
6.86,Boston,Massachusetts,02132,Commercial / Office,12/3/2013
6.48,Fall River,Massachusetts,02721,See Power Clerk,NULL
6.03,Methuen,Massachusetts,01844,See Power Clerk,11/26/2013
14.7,Acton,Massachusetts,01720,See Power Clerk,NULL
5.025,Wellfleet,Massachusetts,02667,See Power Clerk,NULL
9.81,Eastham,Massachusetts,02642,Residential (3 or fewer dwelling units per building),11/1/2013
6.03,Andover,Massachusetts,01810,See Power Clerk,11/12/2013
4.5,Northampton,Massachusetts,01060,Residential (3 or fewer dwelling units per building),11/18/2013
5.232,Wellfleet,Massachusetts,02667,Residential (3 or fewer dwelling units per building),11/8/2013
9.81,Ludlow,Massachusetts,01056,See Power Clerk,NULL
4.75,Leominster,Massachusetts,01453,Commercial / Office,NULL
7.95,Northampton,Massachusetts,01062,See Power Clerk,NULL
5.355,Edgartown,Massachusetts,02539,Residential (3 or fewer dwelling units per building),NULL
3.5,Framingham,Massachusetts,01702,See Power Clerk,NULL
6.24,Hanover,Massachusetts,02339,See Power Clerk,12/19/2013
6.25,Norton,Massachusetts,02766,Commercial / Office,NULL
3.48,Amherst,Massachusetts,01002,Residential (3 or fewer dwelling units per building),12/4/2013
3.25,Williamstown,Massachusetts,01267,See Power Clerk,NULL
3.43,Somerville,Massachusetts,02144,See Power Clerk,NULL
7.42,Bourne,Massachusetts,02559,See Power Clerk,NULL
10,Chelmsford,Massachusetts,01824,See Power Clerk,NULL
3.35,Mendon,Massachusetts,01756,Residential (3 or fewer dwelling units per building),NULL
2.45,Boston,Massachusetts,02131,Commercial / Office,11/19/2013
8.33,Waltham,Massachusetts,02451,See Power Clerk,NULL
4,Amherst,Massachusetts,01002,See Power Clerk,NULL
7.25,New Bedford,Massachusetts,02745,Residential (3 or fewer dwelling units per building),NULL
10.15,Amherst,Massachusetts,01002,Residential (3 or fewer dwelling units per building),11/15/2013
4.16,Watertown,Massachusetts,02472,Residential (3 or fewer dwelling units per building),11/25/2013
5.886,Chelmsford,Massachusetts,01824,See Power Clerk,12/23/2013
5.25,Westwood,Massachusetts,02090,See Power Clerk,NULL
6.37,Revere,Massachusetts,02151,See Power Clerk,NULL
5.635,Rockport,Massachusetts,01966,See Power Clerk,NULL
7.5,Leominster,Massachusetts,01453,Residential (3 or fewer dwelling units per building),12/9/2013
9.156,Melrose,Massachusetts,02176,See Power Clerk,12/16/2013
5.88,Billerica,Massachusetts,01821,See Power Clerk,NULL
8.04,Newton,Massachusetts,02465,See Power Clerk,NULL
7.848,Medford,Massachusetts,02155,Residential (3 or fewer dwelling units per building),11/22/2013
5.232,Bourne,Massachusetts,02532,See Power Clerk,NULL
7.92,Haverhill,Massachusetts,01832,Residential (3 or fewer dwelling units per building),8/15/2013
7.44,Haverhill,Massachusetts,01832,Residential (3 or fewer dwelling units per building),8/22/2013
3.6,Haverhill,Massachusetts,01830,Residential (3 or fewer dwelling units per building),8/22/2013
7.2,Haverhill,Massachusetts,01830,Residential (3 or fewer dwelling units per building),8/22/2013
4.56,Haverhill,Massachusetts,01830,Residential (3 or fewer dwelling units per building),8/26/2013
2.88,Haverhill,Massachusetts,01830,Residential (3 or fewer dwelling units per building),8/16/2013
3.675,Haverhill,Massachusetts,01832,Residential (3 or fewer dwelling units per building),8/26/2013
9.065,Haverhill,Massachusetts,01832,Residential (3 or fewer dwelling units per building),9/5/2013
8.575,Haverhill,Massachusetts,01830,Residential (3 or fewer dwelling units per building),9/11/2013
10.08,Haverhill,Massachusetts,01832,Residential (3 or fewer dwelling units per building),9/24/2013
4.165,Haverhill,Massachusetts,01832,Residential (3 or fewer dwelling units per building),9/24/2013
6.86,Haverhill,Massachusetts,01830,Residential (3 or fewer dwelling units per building),9/23/2013
5.635,Haverhill,Massachusetts,01830,Residential (3 or fewer dwelling units per building),9/25/2013
8.085,Haverhill,Massachusetts,01830,Residential (3 or fewer dwelling units per building),9/23/2013
3.36,Haverhill,Massachusetts,01830,Residential (3 or fewer dwelling units per building),9/25/2013
2.205,Haverhill,Massachusetts,01830,Residential (3 or fewer dwelling units per building),9/30/2013
6.125,Haverhill,Massachusetts,01830,Residential (3 or fewer dwelling units per building),9/25/2013
5.88,Haverhill,Massachusetts,01830,Residential (3 or fewer dwelling units per building),9/30/2013
3.84,Lawrence,Massachusetts,01843,Residential (3 or fewer dwelling units per building),8/29/2013
7.595,Lawrence,Massachusetts,01843,Residential (3 or fewer dwelling units per building),9/6/2013
7.2,Lawrence,Massachusetts,01843,Residential (3 or fewer dwelling units per building),9/5/2013
5.39,Lawrence,Massachusetts,01843,Residential (3 or fewer dwelling units per building),9/3/2013
2.205,Lawrence,Massachusetts,01843,Residential (3 or fewer dwelling units per building),8/26/2013
8.16,Lexington,Massachusetts,02421,Residential (3 or fewer dwelling units per building),8/21/2013
4.08,Lowell,Massachusetts,01852,Residential (3 or fewer dwelling units per building),8/26/2013
3.43,Lowell,Massachusetts,01852,Residential (3 or fewer dwelling units per building),8/22/2013
2.45,Lowell,Massachusetts,01854,Residential (3 or fewer dwelling units per building),9/23/2013
6.615,Lexington,Massachusetts,01905,Residential (3 or fewer dwelling units per building),8/20/2013
1.47,Lynn,Massachusetts,01905,Residential (3 or fewer dwelling units per building),8/26/2013
